Date,Open,High,Low,Close,Adj Close,Volume
1981-03-13,0.099887997,0.099887997,0.099330001,0.099330001,0.076661937,231302400
1981-03-16,0.103237003,0.104353003,0.103237003,0.103237003,0.079677306,37228800
1981-03-17,0.108259,0.109375,0.108259,0.108259,0.08355324,43747200
1981-03-18,0.114955001,0.116071001,0.114955001,0.114955001,0.088721141,36937600
1981-03-19,0.114396997,0.114396997,0.113839,0.113839,0.087859824,37811200
1981-03-20,0.114955001,0.116071001,0.114955001,0.114955001,0.088721141,14604800
1981-03-23,0.119419999,0.120536,0.119419999,0.119419999,0.092167191,22019200
1981-03-24,0.119419999,0.119419999,0.118862003,0.118862003,0.091736548,28156800
1981-03-25,0.117746003,0.117746003,0.116628997,0.116628997,0.090013146,7056000
1981-03-26,0.114955001,0.114955001,0.114396997,0.114396997,0.08829049,12275200
1981-03-27,0.111048996,0.111048996,0.110491,0.110491,0.085275896,12252800
1981-03-30,0.110491,0.111607,0.110491,0.110491,0.085275896,9900800
1981-03-31,0.110491,0.110491,0.109375,0.109375,0.084414549,15993600
1981-04-01,0.108817004,0.108817004,0.108259,0.108259,0.08355324,34070400
1981-04-02,0.117746003,0.118303999,0.117746003,0.117746003,0.090875231,31404800
1981-04-03,0.118303999,0.118862003,0.118303999,0.118303999,0.091305882,16486400
1981-04-06,0.116628997,0.116628997,0.116071001,0.116071001,0.089582488,22803200
1981-04-07,0.115512997,0.115512997,0.114955001,0.114955001,0.088721141,10684800
1981-04-08,0.120536,0.121652,0.120536,0.120536,0.093028538,21952000
1981-04-09,0.122768,0.123326004,0.122768,0.122768,0.094751179,12499200
1981-04-10,0.124442004,0.125,0.124442004,0.124442004,0.096043117,33465600
1981-04-13,0.124442004,0.125,0.124442004,0.124442004,0.096043117,16060800
1981-04-14,0.124442004,0.125,0.124442004,0.124442004,0.096043117,6652800
1981-04-15,0.118862003,0.118862003,0.118303999,0.118303999,0.091305882,34048000
1981-04-16,0.112164997,0.112164997,0.111607,0.111607,0.086137198,23878400
1981-04-20,0.114955001,0.115512997,0.114955001,0.114955001,0.088721141,35347200
1981-04-21,0.122768,0.123326004,0.122768,0.122768,0.094751179,28537600
1981-04-22,0.127232,0.127790004,0.127232,0.127232,0.098196432,18995200
1981-04-23,0.130579993,0.131137997,0.130579993,0.130579993,0.100780383,58016000
1981-04-24,0.130579993,0.130579993,0.129464,0.129464,0.099919051,35056000
1981-04-27,0.128905997,0.128905997,0.128347993,0.128347993,0.099057727,38528000
1981-04-28,0.126673996,0.126673996,0.126115993,0.126115993,0.09733513,32188800
1981-04-29,0.125,0.125,0.124442004,0.124442004,0.096043117,13641600
1981-04-30,0.126673996,0.127790004,0.126673996,0.126673996,0.097765736,12611200
1981-05-01,0.126673996,0.127790004,0.126673996,0.126673996,0.097765736,16553600
1981-05-04,0.126673996,0.126673996,0.126115993,0.126115993,0.09733513,14448000
1981-05-05,0.126115993,0.126115993,0.125558004,0.125558004,0.096904449,17539200
1981-05-06,0.122768,0.122768,0.122210003,0.122210003,0.094320498,18950400
1981-05-07,0.123884,0.124442004,0.123884,0.123884,0.095612474,9363200
1981-05-08,0.125,0.125558004,0.125,0.125,0.096473798,7907200
1981-05-11,0.122768,0.122768,0.122210003,0.122210003,0.094320498,11939200
1981-05-12,0.122210003,0.123884,0.122210003,0.122210003,0.094320498,4256000
1981-05-13,0.122210003,0.123326004,0.121652,0.121652,0.09388981,4905600
1981-05-14,0.121094003,0.121094003,0.119978003,0.119978003,0.092597857,4928000
1981-05-15,0.122768,0.124442004,0.122768,0.122768,0.094751179,4905600
1981-05-18,0.125,0.126115993,0.125,0.125,0.096473798,4166400
1981-05-19,0.123326004,0.123326004,0.122768,0.122768,0.094751179,25424000
1981-05-20,0.126673996,0.127790004,0.126673996,0.126673996,0.097765736,13283200
1981-05-21,0.133928999,0.134487003,0.133928999,0.133928999,0.103365101,32211200
1981-05-22,0.140066996,0.141183004,0.140066996,0.140066996,0.108102329,31427200
1981-05-26,0.140066996,0.140066996,0.139509007,0.139509007,0.107671715,85344000
1981-05-27,0.147321001,0.147879004,0.147321001,0.147321001,0.113700949,149497600
1981-05-28,0.147321001,0.147879004,0.147321001,0.147321001,0.113700949,73987200
1981-05-29,0.147879004,0.148438007,0.147879004,0.147879004,0.1141316,59382400
1981-06-01,0.147879004,0.148438007,0.147879004,0.147879004,0.1141316,51251200
1981-06-02,0.141183004,0.141183004,0.140625,0.140625,0.10853301,40432000
1981-06-03,0.140625,0.141740993,0.140625,0.140625,0.10853301,39446400
1981-06-04,0.143415004,0.143972993,0.143415004,0.143415004,0.11068631,56067200
1981-06-05,0.141740993,0.141740993,0.141183004,0.141183004,0.108963653,57680000
1981-06-08,0.136719003,0.136719003,0.136161,0.136161,0.105087757,93497600
1981-06-09,0.138951004,0.139509007,0.138951004,0.138951004,0.107241042,119593600
1981-06-10,0.140625,0.142298996,0.140625,0.140625,0.10853301,25222400
1981-06-11,0.146762997,0.147321001,0.146762997,0.146762997,0.113270298,38976000
1981-06-12,0.145647004,0.145647004,0.145089,0.145089,0.111978278,25804800
1981-06-15,0.145089,0.145089,0.144530997,0.144530997,0.111547604,143763200
1981-06-16,0.142298996,0.142298996,0.141740993,0.141740993,0.109394319,37251200
1981-06-17,0.140066996,0.140066996,0.139509007,0.139509007,0.107671715,27574400
1981-06-18,0.139509007,0.140066996,0.138951004,0.138951004,0.107241042,23049600
1981-06-19,0.135602996,0.135602996,0.135045007,0.135045007,0.104226463,27507200
1981-06-22,0.130579993,0.130579993,0.130022004,0.130022004,0.100349709,10841600
1981-06-23,0.132254004,0.133370996,0.132254004,0.132254004,0.102072343,15030400
1981-06-24,0.130022004,0.130022004,0.128905997,0.128905997,0.09948837,23027200
1981-06-25,0.131696001,0.132254004,0.131696001,0.131696001,0.10164167,24259200
1981-06-26,0.131137997,0.131137997,0.130022004,0.130022004,0.100349709,23788800
1981-06-29,0.126673996,0.126673996,0.125558004,0.125558004,0.096904449,10595200
1981-06-30,0.116628997,0.116628997,0.116071001,0.116071001,0.089582488,35907200
1981-07-01,0.115512997,0.115512997,0.114955001,0.114955001,0.088721141,170464000
1981-07-02,0.114955001,0.115512997,0.114955001,0.114955001,0.088721141,30284800
1981-07-06,0.112164997,0.112164997,0.111048996,0.111048996,0.085706517,16531200
1981-07-07,0.112164997,0.113280997,0.112164997,0.112164997,0.086567841,15836800
1981-07-08,0.116628997,0.117187999,0.116628997,0.116628997,0.090013146,16620800
1981-07-09,0.108259,0.108259,0.107701004,0.107701004,0.083122581,32883200
1981-07-10,0.099887997,0.099887997,0.099330001,0.099330001,0.076661937,55171200
1981-07-13,0.101562999,0.102121003,0.101562999,0.101562999,0.078385368,45740800
1981-07-14,0.106027,0.107143,0.106027,0.106027,0.081830598,19779200
1981-07-15,0.108817004,0.109375,0.108817004,0.108817004,0.083983883,10953600
1981-07-16,0.111607,0.112723,0.111607,0.111607,0.086137198,15232000
1981-07-17,0.115512997,0.116071001,0.115512997,0.115512997,0.089151815,19824000
1981-07-20,0.108259,0.108259,0.107701004,0.107701004,0.083122581,23654400
1981-07-21,0.107701004,0.107701004,0.107143,0.107143,0.082691953,31942400
1981-07-22,0.102121003,0.102121003,0.101003997,0.101003997,0.07795389,22668800
1981-07-23,0.103794999,0.104353003,0.103794999,0.103794999,0.080107972,34451200
1981-07-24,0.107143,0.107701004,0.107143,0.107143,0.082691953,28851200
1981-07-27,0.111607,0.112164997,0.111607,0.111607,0.086137198,17337600
1981-07-28,0.108259,0.108259,0.107701004,0.107701004,0.083122581,22848000
1981-07-29,0.106585003,0.106585003,0.106027,0.106027,0.081830598,15500800
1981-07-30,0.109932996,0.111048996,0.109932996,0.109932996,0.084845223,9900800
1981-07-31,0.111607,0.112164997,0.111607,0.111607,0.086137198,10953600
1981-08-03,0.111607,0.111607,0.110491,0.110491,0.085275896,12432000
1981-08-04,0.112164997,0.112723,0.112164997,0.112164997,0.086567841,31673600
1981-08-05,0.115512997,0.116071001,0.115512997,0.115512997,0.089151815,17494400
1981-08-06,0.113280997,0.113280997,0.112723,0.112723,0.086998537,10528000
1981-08-07,0.112723,0.113280997,0.112723,0.112723,0.086998537,9206400
1981-08-10,0.112723,0.112723,0.112723,0.112723,0.086998537,0
1981-08-11,0.110491,0.110491,0.109375,0.109375,0.084414549,71456000
1981-08-12,0.107701004,0.107701004,0.107143,0.107143,0.082691953,26275200
1981-08-13,0.104353003,0.104353003,0.103794999,0.103794999,0.080107972,27484800
1981-08-14,0.103237003,0.103237003,0.102121003,0.102121003,0.078816012,24192000
1981-08-17,0.099887997,0.099887997,0.098771997,0.098771997,0.076231249,18905600
1981-08-18,0.097655997,0.097655997,0.096539997,0.096539997,0.074508622,17001600
1981-08-19,0.096539997,0.096539997,0.095423996,0.095423996,0.073647298,20675200
1981-08-20,0.096539997,0.097098,0.096539997,0.096539997,0.074508622,17113600
1981-08-21,0.090960003,0.090960003,0.089844003,0.089844003,0.069340728,41910400
1981-08-24,0.084821001,0.084821001,0.084262997,0.084262997,0.065033391,23072000
1981-08-25,0.086496003,0.087053999,0.086496003,0.086496003,0.066756755,40700800
1981-08-26,0.085378997,0.085378997,0.084821001,0.084821001,0.065464035,33600000
1981-08-27,0.085378997,0.085937999,0.085378997,0.085378997,0.065894671,25916800
1981-08-28,0.089844003,0.090402,0.089844003,0.089844003,0.069340728,38035200
1981-08-31,0.089844003,0.090402,0.089844003,0.089844003,0.069340728,40947200
1981-09-01,0.095423996,0.095982,0.095423996,0.095423996,0.073647298,37027200
1981-09-02,0.097098,0.097655997,0.097098,0.097098,0.074939311,19376000
1981-09-03,0.093192004,0.093192004,0.092076004,0.092076004,0.071063332,37475200
1981-09-04,0.091518,0.091518,0.090960003,0.090960003,0.07020203,15254400
1981-09-08,0.088728003,0.088728003,0.088169999,0.088169999,0.068048768,25446400
1981-09-09,0.088169999,0.088728003,0.088169999,0.088169999,0.068048768,30531200
1981-09-10,0.088728003,0.089286,0.088728003,0.088728003,0.068479382,34809600
1981-09-11,0.088169999,0.088169999,0.087612003,0.087612003,0.067618094,17539200
1981-09-14,0.085378997,0.085378997,0.084821001,0.084821001,0.065464035,27686400
1981-09-15,0.083146997,0.083146997,0.082589,0.082589,0.063741378,19510400
1981-09-16,0.081473,0.081473,0.080914997,0.080914997,0.062449407,19353600
1981-09-17,0.079241,0.079241,0.078682996,0.078682996,0.060726751,19376000
1981-09-18,0.079241,0.079798996,0.079241,0.079241,0.061157402,26320000
1981-09-21,0.079798996,0.080357,0.079798996,0.079798996,0.061588068,49033600
1981-09-22,0.075893,0.075893,0.075335003,0.075335003,0.058142822,47420800
1981-09-23,0.074777,0.074777,0.073661,0.073661,0.056850854,28201600
1981-09-24,0.073661,0.073661,0.073103003,0.073103003,0.056420173,18300800
1981-09-25,0.064732,0.064732,0.063616,0.063616,0.049098216,34608000
1981-09-28,0.064173996,0.064732,0.064173996,0.064173996,0.049528863,91728000
1981-09-29,0.067521997,0.068080001,0.067521997,0.067521997,0.052112814,94684800
1981-09-30,0.068080001,0.068637997,0.068080001,0.068080001,0.052543491,49996800
1981-10-01,0.068080001,0.068637997,0.068080001,0.068080001,0.052543491,61129600
1981-10-02,0.073661,0.074219003,0.073661,0.073661,0.056850854,45046400
1981-10-05,0.075893,0.077009,0.075893,0.075893,0.058573473,43097600
1981-10-06,0.075893,0.075893,0.075335003,0.075335003,0.058142822,28358400
1981-10-07,0.079798996,0.080914997,0.079798996,0.079798996,0.061588068,38841600
1981-10-08,0.082589,0.083146997,0.082589,0.082589,0.063741378,31091200
1981-10-09,0.083146997,0.084262997,0.083146997,0.083146997,0.064172037,54521600
1981-10-12,0.085937999,0.086496003,0.085937999,0.085937999,0.066326104,27350400
1981-10-13,0.085937999,0.087053999,0.085937999,0.085937999,0.066326104,44195200
1981-10-14,0.081473,0.081473,0.080914997,0.080914997,0.062449407,30979200
1981-10-15,0.082589,0.083146997,0.082589,0.082589,0.063741378,29433600
1981-10-16,0.082030997,0.082030997,0.081473,0.081473,0.062880076,36467200
1981-10-19,0.083146997,0.083705001,0.083146997,0.083146997,0.064172037,20585600
1981-10-20,0.087612003,0.088169999,0.087612003,0.087612003,0.067618094,35728000
1981-10-21,0.087612003,0.088169999,0.087612003,0.087612003,0.067618094,76899200
1981-10-22,0.087612003,0.087612003,0.087053999,0.087053999,0.067187458,32278400
1981-10-23,0.085378997,0.085378997,0.084821001,0.084821001,0.065464035,27910400
1981-10-26,0.084821001,0.085378997,0.084821001,0.084821001,0.065464035,27283200
1981-10-27,0.086496003,0.087612003,0.086496003,0.086496003,0.066756755,85590400
1981-10-28,0.089286,0.089844003,0.089286,0.089286,0.068910055,44172800
1981-10-29,0.088728003,0.088728003,0.088169999,0.088169999,0.068048768,30486400
1981-10-30,0.089286,0.089844003,0.089286,0.089286,0.068910055,52729600
1981-11-02,0.089286,0.089844003,0.089286,0.089286,0.068910055,36915200
1981-11-03,0.088728003,0.088728003,0.088169999,0.088169999,0.068048768,28380800
1981-11-04,0.086496003,0.086496003,0.085937999,0.085937999,0.066326104,23811200
1981-11-05,0.080357,0.080357,0.079798996,0.079798996,0.061588068,23363200
1981-11-06,0.080357,0.080914997,0.080357,0.080357,0.062018752,24595200
1981-11-09,0.081473,0.082030997,0.081473,0.081473,0.062880076,20384000
1981-11-10,0.082030997,0.082589,0.082030997,0.082030997,0.063310705,16755200
1981-11-11,0.084262997,0.084821001,0.084262997,0.084262997,0.065033391,27440000
1981-11-12,0.087053999,0.087612003,0.087053999,0.087053999,0.067187458,39916800
1981-11-13,0.081473,0.081473,0.080914997,0.080914997,0.062449407,21011200
1981-11-16,0.080357,0.080357,0.079798996,0.079798996,0.061588068,22556800
1981-11-17,0.081473,0.082030997,0.081473,0.081473,0.062880076,35414400
1981-11-18,0.084262997,0.084821001,0.084262997,0.084262997,0.065033391,29142400
1981-11-19,0.084262997,0.084821001,0.084262997,0.084262997,0.065033391,40006400
1981-11-20,0.084821001,0.085378997,0.084821001,0.084821001,0.065464035,38102400
1981-11-23,0.082030997,0.082030997,0.080914997,0.080914997,0.062449407,22960000
1981-11-24,0.080914997,0.080914997,0.080357,0.080357,0.062018752,22153600
1981-11-25,0.082030997,0.082589,0.082030997,0.082030997,0.063310705,52550400
1981-11-27,0.084262997,0.084821001,0.084262997,0.084262997,0.065033391,37251200
1981-11-30,0.083705001,0.083705001,0.083146997,0.083146997,0.064172037,23968000
1981-12-01,0.083146997,0.083705001,0.083146997,0.083146997,0.064172037,23385600
1981-12-02,0.083705001,0.084262997,0.083705001,0.083705001,0.064602733,37564800
1981-12-03,0.083146997,0.083146997,0.082589,0.082589,0.063741378,20428800
1981-12-04,0.084821001,0.085378997,0.084821001,0.084821001,0.065464035,137155200
1981-12-07,0.085378997,0.085937999,0.085378997,0.085378997,0.065894671,59292800
1981-12-08,0.084821001,0.084821001,0.083705001,0.083705001,0.064602733,50624000
1981-12-09,0.084262997,0.084821001,0.084262997,0.084262997,0.065033391,34272000
1981-12-10,0.084262997,0.084821001,0.084262997,0.084262997,0.065033391,37408000
1981-12-11,0.084262997,0.084821001,0.083705001,0.083705001,0.064602733,76092800
1981-12-14,0.082030997,0.082030997,0.080914997,0.080914997,0.062449407,25244800
1981-12-15,0.083146997,0.083705001,0.083146997,0.083146997,0.064172037,31315200
1981-12-16,0.087053999,0.087612003,0.087053999,0.087053999,0.067187458,65452800
1981-12-17,0.094307996,0.094866,0.094307996,0.094307996,0.072785974,51452800
1981-12-18,0.102121003,0.102678999,0.102121003,0.102121003,0.078816012,71724800
1981-12-21,0.098214,0.098214,0.097655997,0.097655997,0.075369939,56403200
1981-12-22,0.099330001,0.099887997,0.099330001,0.099330001,0.076661937,53827200
1981-12-23,0.097655997,0.097655997,0.097098,0.097098,0.074939311,28896000
1981-12-24,0.097655997,0.098214,0.097655997,0.097655997,0.075369939,28918400
1981-12-28,0.094307996,0.094307996,0.093192004,0.093192004,0.071924694,36579200
1981-12-29,0.094866,0.095982,0.094866,0.094866,0.073216647,24236800
1981-12-30,0.098771997,0.099330001,0.098771997,0.098771997,0.076231249,32188800
1981-12-31,0.098771997,0.099330001,0.098771997,0.098771997,0.076231249,54656000
1982-01-04,0.098771997,0.098771997,0.098214,0.098214,0.075800613,71254400
1982-01-05,0.094307996,0.094307996,0.093192004,0.093192004,0.071924694,35840000
1982-01-06,0.092634,0.092634,0.092076004,0.092076004,0.071063332,66080000
1982-01-07,0.085937999,0.085937999,0.084821001,0.084821001,0.065464035,70044800
1982-01-08,0.088728003,0.089286,0.088728003,0.088728003,0.068479382,56604800
1982-01-11,0.083705001,0.083705001,0.083146997,0.083146997,0.064172037,33331200
1982-01-12,0.080914997,0.080914997,0.080357,0.080357,0.062018752,59920000
1982-01-13,0.080357,0.080357,0.079798996,0.079798996,0.061588068,41753600
1982-01-14,0.083705001,0.084262997,0.083705001,0.083705001,0.064602733,25715200
1982-01-15,0.089286,0.090402,0.089286,0.089286,0.068910055,46704000
1982-01-18,0.090960003,0.092076004,0.090960003,0.090960003,0.07020203,28000000
1982-01-19,0.089844003,0.089844003,0.088728003,0.088728003,0.068479382,55507200
1982-01-20,0.090402,0.090960003,0.090402,0.090402,0.069771402,25827200
1982-01-21,0.092076004,0.092634,0.092076004,0.092076004,0.071063332,33331200
1982-01-22,0.092634,0.093192004,0.092634,0.092634,0.071494065,24259200
1982-01-25,0.090402,0.090402,0.089844003,0.089844003,0.069340728,44710400
1982-01-26,0.087612003,0.087612003,0.086496003,0.086496003,0.066756755,21212800
1982-01-27,0.087053999,0.088169999,0.087053999,0.087053999,0.067187458,31360000
1982-01-28,0.089844003,0.090402,0.089844003,0.089844003,0.069340728,39603200
1982-01-29,0.090960003,0.091518,0.090960003,0.090960003,0.07020203,53155200
1982-02-01,0.090960003,0.090960003,0.089844003,0.089844003,0.069340728,38528000
1982-02-02,0.090402,0.091518,0.090402,0.090402,0.069771402,54275200
1982-02-03,0.090402,0.090960003,0.090402,0.090402,0.069771402,31472000
1982-02-04,0.088728003,0.088728003,0.088169999,0.088169999,0.068048768,22041600
1982-02-05,0.088169999,0.088728003,0.088169999,0.088169999,0.068048768,40297600
1982-02-08,0.083146997,0.083146997,0.082589,0.082589,0.063741378,31696000
1982-02-09,0.082589,0.083146997,0.082589,0.082589,0.063741378,57904000
1982-02-10,0.083705001,0.084262997,0.083705001,0.083705001,0.064602733,38796800
1982-02-11,0.083146997,0.083146997,0.082589,0.082589,0.063741378,24528000
1982-02-12,0.083705001,0.084262997,0.083705001,0.083705001,0.064602733,19644800
1982-02-16,0.082589,0.082589,0.082030997,0.082030997,0.063310705,34316800
1982-02-17,0.083146997,0.083705001,0.083146997,0.083146997,0.064172037,25580800
1982-02-18,0.084262997,0.084821001,0.084262997,0.084262997,0.065033391,28380800
1982-02-19,0.084262997,0.084262997,0.083705001,0.083705001,0.064602733,13596800
1982-02-22,0.083146997,0.083146997,0.082589,0.082589,0.063741378,26633600
1982-02-23,0.082030997,0.082030997,0.081473,0.081473,0.062880076,34540800
1982-02-24,0.082030997,0.082589,0.082030997,0.082030997,0.063310705,37945600
1982-02-25,0.082030997,0.082030997,0.081473,0.081473,0.062880076,30800000
1982-02-26,0.081473,0.082030997,0.081473,0.081473,0.062880076,17427200
1982-03-01,0.082030997,0.082589,0.082030997,0.082030997,0.063310705,35302400
1982-03-02,0.082030997,0.082589,0.082030997,0.082030997,0.063310705,34809600
1982-03-03,0.082030997,0.082589,0.082030997,0.082030997,0.063310705,23654400
1982-03-04,0.080914997,0.080914997,0.080357,0.080357,0.062018752,38371200
1982-03-05,0.074777,0.074777,0.074219003,0.074219003,0.057281476,45315200
1982-03-08,0.073661,0.073661,0.073103003,0.073103003,0.056420173,35145600
1982-03-09,0.073661,0.074219003,0.073661,0.073661,0.056850854,52505600
1982-03-10,0.073103003,0.073103003,0.072544999,0.072544999,0.055989534,86934400
1982-03-11,0.072544999,0.073661,0.072544999,0.072544999,0.055989534,22579200
1982-03-12,0.068637997,0.068637997,0.068080001,0.068080001,0.052543491,46547200
1982-03-15,0.068080001,0.068080001,0.067521997,0.067521997,0.052112814,51363200
1982-03-16,0.066964,0.066964,0.066405997,0.066405997,0.051251501,47152000
1982-03-17,0.063616,0.063616,0.063057996,0.063057996,0.048667565,50489600
1982-03-18,0.068080001,0.068637997,0.068080001,0.068080001,0.052543491,56336000
1982-03-19,0.074219003,0.074777,0.074219003,0.074219003,0.057281476,65811200
1982-03-22,0.079798996,0.080357,0.079798996,0.079798996,0.061588068,69193600
1982-03-23,0.079241,0.079241,0.078682996,0.078682996,0.060726751,55955200
1982-03-24,0.074777,0.074777,0.074219003,0.074219003,0.057281476,51609600
1982-03-25,0.074219003,0.074219003,0.073661,0.073661,0.056850854,84112000
1982-03-26,0.073103003,0.073103003,0.072544999,0.072544999,0.055989534,50780800
1982-03-29,0.074219003,0.074777,0.074219003,0.074219003,0.057281476,67603200
1982-03-30,0.075335003,0.075893,0.075335003,0.075335003,0.058142822,77952000
1982-03-31,0.075335003,0.075893,0.075335003,0.075335003,0.058142822,50153600
1982-04-01,0.079241,0.079798996,0.079241,0.079241,0.061157402,59136000
1982-04-02,0.079241,0.079798996,0.079241,0.079241,0.061157402,84806400
1982-04-05,0.079241,0.079798996,0.079241,0.079241,0.061157402,86643200
1982-04-06,0.079241,0.079241,0.078682996,0.078682996,0.060726751,71590400
1982-04-07,0.078125,0.078125,0.077567004,0.077567004,0.059865452,29097600
1982-04-08,0.078125,0.078682996,0.078125,0.078125,0.060296107,23990400
1982-04-12,0.078125,0.078682996,0.077567004,0.077567004,0.059865452,44307200
1982-04-13,0.071987003,0.071987003,0.071428999,0.071428999,0.055128183,85299200
1982-04-14,0.071987003,0.072544999,0.071987003,0.071987003,0.055558864,113590400
1982-04-15,0.073103003,0.073661,0.073103003,0.073103003,0.056420173,164281600
1982-04-16,0.075335003,0.075893,0.075335003,0.075335003,0.058142822,104048000
1982-04-19,0.074777,0.074777,0.073661,0.073661,0.056850854,41283200
1982-04-20,0.070871003,0.070871003,0.070312999,0.070312999,0.0542669,80550400
1982-04-21,0.070312999,0.070312999,0.069753997,0.069753997,0.053835459,73024000
1982-04-22,0.069196001,0.069196001,0.068637997,0.068637997,0.052974124,52595200
1982-04-23,0.068637997,0.069196001,0.068637997,0.068637997,0.052974124,48294400
1982-04-26,0.070312999,0.070871003,0.070312999,0.070312999,0.0542669,57926400
1982-04-27,0.068637997,0.068637997,0.068080001,0.068080001,0.052543491,70268800
1982-04-28,0.065848,0.065848,0.065289997,0.065289997,0.050390191,99232000
1982-04-29,0.065289997,0.065848,0.065289997,0.065289997,0.050390191,82230400
1982-04-30,0.065848,0.066405997,0.065848,0.065848,0.050820835,277401600
1982-05-03,0.068080001,0.068637997,0.068080001,0.068080001,0.052543491,82700800
